file,label,type,mass1,mass2,spin1z,spin2z,distance,inclination,beta,pn_order,snr,mass_ratio
gr_000161.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
mod_A_000152.npy,1,A,30.0,25.0,0.0,0.0,500.0,0.0,0.331769221125226,-1,50.0,1.2
gr_000181.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
mod_A_000002.npy,1,A,30.0,25.0,0.0,0.0,500.0,0.0,0.32825320436629485,-1,50.0,1.2
gr_000159.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
mod_B_000047.npy,1,B,30.0,25.0,0.0,0.0,500.0,0.0,0.6225585931173909,-2,50.0,1.2
mod_B_000148.npy,1,B,30.0,25.0,0.0,0.0,500.0,0.0,0.786686977114091,-2,50.0,1.2
gr_000184.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
gr_000050.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
gr_000162.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
gr_000196.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
mod_A_000168.npy,1,A,30.0,25.0,0.0,0.0,500.0,0.0,0.3743518688854074,-1,50.0,1.2
gr_000056.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
gr_000002.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
mod_A_000138.npy,1,A,30.0,25.0,0.0,0.0,500.0,0.0,0.3365497513885593,-1,50.0,1.2
gr_000171.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
gr_000038.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
mod_B_000066.npy,1,B,30.0,25.0,0.0,0.0,500.0,0.0,0.7725742072122821,-2,50.0,1.2
gr_000051.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
gr_000191.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
gr_000068.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
gr_000127.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
mod_A_000129.npy,1,A,30.0,25.0,0.0,0.0,500.0,0.0,0.3459852949873482,-1,50.0,1.2
gr_000149.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
gr_000138.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
gr_000152.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
mod_A_000113.npy,1,A,30.0,25.0,0.0,0.0,500.0,0.0,0.38727535144203556,-1,50.0,1.2
gr_000029.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
mod_B_000165.npy,1,B,30.0,25.0,0.0,0.0,500.0,0.0,0.6122552130221548,-2,50.0,1.2
gr_000061.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
gr_000012.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
mod_B_000056.npy,1,B,30.0,25.0,0.0,0.0,500.0,0.0,0.5270143582326925,-2,50.0,1.2
gr_000003.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
gr_000046.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
mod_B_000059.npy,1,B,30.0,25.0,0.0,0.0,500.0,0.0,0.6503134325310092,-2,50.0,1.2
mod_A_000070.npy,1,A,30.0,25.0,0.0,0.0,500.0,0.0,0.43480845064313656,-1,50.0,1.2
gr_000077.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
gr_000064.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
gr_000143.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
gr_000168.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
mod_B_000089.npy,1,B,30.0,25.0,0.0,0.0,500.0,0.0,0.6772746474444251,-2,50.0,1.2
mod_B_000182.npy,1,B,30.0,25.0,0.0,0.0,500.0,0.0,0.7042143580398519,-2,50.0,1.2
mod_A_000116.npy,1,A,30.0,25.0,0.0,0.0,500.0,0.0,0.3134731858176987,-1,50.0,1.2
mod_A_000080.npy,1,A,30.0,25.0,0.0,0.0,500.0,0.0,0.494953980466446,-1,50.0,1.2
gr_000025.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
gr_000154.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
mod_A_000090.npy,1,A,30.0,25.0,0.0,0.0,500.0,0.0,0.5875677639724336,-1,50.0,1.2
gr_000040.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
mod_A_000069.npy,1,A,30.0,25.0,0.0,0.0,500.0,0.0,0.5336252711897383,-1,50.0,1.2
mod_A_000160.npy,1,A,30.0,25.0,0.0,0.0,500.0,0.0,0.5390451264975484,-1,50.0,1.2
mod_A_000195.npy,1,A,30.0,25.0,0.0,0.0,500.0,0.0,0.32973394247396265,-1,50.0,1.2
gr_000075.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
gr_000164.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
gr_000185.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
gr_000118.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
gr_000089.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
mod_B_000087.npy,1,B,30.0,25.0,0.0,0.0,500.0,0.0,0.7775360355130392,-2,50.0,1.2
gr_000126.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
gr_000131.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
gr_000115.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
mod_A_000179.npy,1,A,30.0,25.0,0.0,0.0,500.0,0.0,0.306344404900932,-1,50.0,1.2
gr_000146.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
gr_000148.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
gr_000107.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
gr_000070.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
gr_000132.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
mod_B_000023.npy,1,B,30.0,25.0,0.0,0.0,500.0,0.0,0.5568414077252857,-2,50.0,1.2
mod_A_000085.npy,1,A,30.0,25.0,0.0,0.0,500.0,0.0,0.33102089031676546,-1,50.0,1.2
gr_000054.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
gr_000166.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
gr_000062.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
gr_000197.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
gr_000150.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
gr_000053.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
gr_000135.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
gr_000096.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
gr_000145.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
gr_000180.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
mod_B_000024.npy,1,B,30.0,25.0,0.0,0.0,500.0,0.0,0.6427114778677802,-2,50.0,1.2
mod_A_000128.npy,1,A,30.0,25.0,0.0,0.0,500.0,0.0,0.5493338016374718,-1,50.0,1.2
mod_A_000077.npy,1,A,30.0,25.0,0.0,0.0,500.0,0.0,0.527555858950563,-1,50.0,1.2
gr_000030.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
gr_000008.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
mod_A_000133.npy,1,A,30.0,25.0,0.0,0.0,500.0,0.0,0.5332214514723532,-1,50.0,1.2
gr_000095.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
gr_000158.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
gr_000092.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
mod_A_000044.npy,1,A,30.0,25.0,0.0,0.0,500.0,0.0,0.39118502941878364,-1,50.0,1.2
gr_000047.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
mod_A_000127.npy,1,A,30.0,25.0,0.0,0.0,500.0,0.0,0.3722911725017054,-1,50.0,1.2
gr_000156.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
gr_000058.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
mod_A_000104.npy,1,A,30.0,25.0,0.0,0.0,500.0,0.0,0.4978267904075705,-1,50.0,1.2
mod_B_000169.npy,1,B,30.0,25.0,0.0,0.0,500.0,0.0,0.5709987088992744,-2,50.0,1.2
gr_000007.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
gr_000027.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
mod_A_000137.npy,1,A,30.0,25.0,0.0,0.0,500.0,0.0,0.3395466653359563,-1,50.0,1.2
gr_000165.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
gr_000060.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
mod_A_000072.npy,1,A,30.0,25.0,0.0,0.0,500.0,0.0,0.5707807189631524,-1,50.0,1.2
gr_000084.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
mod_A_000146.npy,1,A,30.0,25.0,0.0,0.0,500.0,0.0,0.3902846075342819,-1,50.0,1.2
gr_000088.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
gr_000198.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
mod_B_000083.npy,1,B,30.0,25.0,0.0,0.0,500.0,0.0,0.6481972457733557,-2,50.0,1.2
gr_000144.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
mod_A_000061.npy,1,A,30.0,25.0,0.0,0.0,500.0,0.0,0.43384688267220917,-1,50.0,1.2
mod_B_000038.npy,1,B,30.0,25.0,0.0,0.0,500.0,0.0,0.5419390994382972,-2,50.0,1.2
gr_000037.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
mod_B_000063.npy,1,B,30.0,25.0,0.0,0.0,500.0,0.0,0.6890847779356666,-2,50.0,1.2
gr_000192.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
mod_B_000018.npy,1,B,30.0,25.0,0.0,0.0,500.0,0.0,0.5462868476202644,-2,50.0,1.2
gr_000020.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
mod_A_000198.npy,1,A,30.0,25.0,0.0,0.0,500.0,0.0,0.5338432622313987,-1,50.0,1.2
gr_000153.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
gr_000112.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
mod_A_000062.npy,1,A,30.0,25.0,0.0,0.0,500.0,0.0,0.39045362674436296,-1,50.0,1.2
mod_B_000028.npy,1,B,30.0,25.0,0.0,0.0,500.0,0.0,0.5937099924146123,-2,50.0,1.2
gr_000169.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
gr_000079.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
mod_B_000040.npy,1,B,30.0,25.0,0.0,0.0,500.0,0.0,0.6413288618429398,-2,50.0,1.2
gr_000066.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
gr_000009.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
mod_A_000011.npy,1,A,30.0,25.0,0.0,0.0,500.0,0.0,0.3191451768312526,-1,50.0,1.2
mod_B_000010.npy,1,B,30.0,25.0,0.0,0.0,500.0,0.0,0.6663754361047505,-2,50.0,1.2
gr_000059.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
mod_A_000173.npy,1,A,30.0,25.0,0.0,0.0,500.0,0.0,0.3438519732578095,-1,50.0,1.2
gr_000172.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
gr_000004.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
mod_A_000105.npy,1,A,30.0,25.0,0.0,0.0,500.0,0.0,0.5180983842860648,-1,50.0,1.2
gr_000048.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
gr_000067.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
mod_B_000036.npy,1,B,30.0,25.0,0.0,0.0,500.0,0.0,0.7342187093065904,-2,50.0,1.2
gr_000094.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
mod_A_000075.npy,1,A,30.0,25.0,0.0,0.0,500.0,0.0,0.4737658706825688,-1,50.0,1.2
mod_B_000009.npy,1,B,30.0,25.0,0.0,0.0,500.0,0.0,0.6330242596481994,-2,50.0,1.2
gr_000124.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
gr_000072.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
gr_000133.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
mod_B_000191.npy,1,B,30.0,25.0,0.0,0.0,500.0,0.0,0.6120842415378716,-2,50.0,1.2
gr_000178.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
gr_000032.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
gr_000173.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
gr_000174.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
gr_000155.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
mod_B_000096.npy,1,B,30.0,25.0,0.0,0.0,500.0,0.0,0.5800926989275681,-2,50.0,1.2
mod_B_000193.npy,1,B,30.0,25.0,0.0,0.0,500.0,0.0,0.7500375661365679,-2,50.0,1.2
gr_000121.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
mod_B_000183.npy,1,B,30.0,25.0,0.0,0.0,500.0,0.0,0.6180891370496084,-2,50.0,1.2
gr_000130.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
gr_000108.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
mod_B_000158.npy,1,B,30.0,25.0,0.0,0.0,500.0,0.0,0.5053510351930963,-2,50.0,1.2
gr_000081.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
gr_000179.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
gr_000183.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
mod_B_000030.npy,1,B,30.0,25.0,0.0,0.0,500.0,0.0,0.6162435137090524,-2,50.0,1.2
mod_A_000052.npy,1,A,30.0,25.0,0.0,0.0,500.0,0.0,0.535169462731924,-1,50.0,1.2
gr_000055.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
mod_B_000155.npy,1,B,30.0,25.0,0.0,0.0,500.0,0.0,0.6788127659703118,-2,50.0,1.2
gr_000052.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
mod_A_000102.npy,1,A,30.0,25.0,0.0,0.0,500.0,0.0,0.33257272234063306,-1,50.0,1.2
gr_000086.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
gr_000028.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
gr_000011.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
gr_000106.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
mod_B_000114.npy,1,B,30.0,25.0,0.0,0.0,500.0,0.0,0.5767895271702809,-2,50.0,1.2
gr_000120.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
gr_000140.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
mod_A_000189.npy,1,A,30.0,25.0,0.0,0.0,500.0,0.0,0.47136979552283176,-1,50.0,1.2
mod_B_000078.npy,1,B,30.0,25.0,0.0,0.0,500.0,0.0,0.6296279119325311,-2,50.0,1.2
gr_000128.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
mod_B_000125.npy,1,B,30.0,25.0,0.0,0.0,500.0,0.0,0.7240368834047078,-2,50.0,1.2
mod_B_000126.npy,1,B,30.0,25.0,0.0,0.0,500.0,0.0,0.7810439451601339,-2,50.0,1.2
gr_000091.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
mod_B_000122.npy,1,B,30.0,25.0,0.0,0.0,500.0,0.0,0.7316037296332965,-2,50.0,1.2
mod_B_000147.npy,1,B,30.0,25.0,0.0,0.0,500.0,0.0,0.64657521360546,-2,50.0,1.2
mod_A_000084.npy,1,A,30.0,25.0,0.0,0.0,500.0,0.0,0.34335725665981404,-1,50.0,1.2
mod_B_000007.npy,1,B,30.0,25.0,0.0,0.0,500.0,0.0,0.7780294966545807,-2,50.0,1.2
gr_000039.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
mod_B_000054.npy,1,B,30.0,25.0,0.0,0.0,500.0,0.0,0.7442061153998104,-2,50.0,1.2
gr_000193.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
gr_000188.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
gr_000147.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
gr_000013.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
gr_000189.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
mod_B_000098.npy,1,B,30.0,25.0,0.0,0.0,500.0,0.0,0.631673438091514,-2,50.0,1.2
mod_B_000065.npy,1,B,30.0,25.0,0.0,0.0,500.0,0.0,0.5354017706361546,-2,50.0,1.2
gr_000005.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
gr_000085.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
mod_A_000086.npy,1,A,30.0,25.0,0.0,0.0,500.0,0.0,0.3511778905610658,-1,50.0,1.2
gr_000176.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
gr_000186.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
mod_B_000076.npy,1,B,30.0,25.0,0.0,0.0,500.0,0.0,0.7569842852277127,-2,50.0,1.2
mod_B_000081.npy,1,B,30.0,25.0,0.0,0.0,500.0,0.0,0.5253332963419667,-2,50.0,1.2
mod_B_000095.npy,1,B,30.0,25.0,0.0,0.0,500.0,0.0,0.6715184157128227,-2,50.0,1.2
mod_B_000124.npy,1,B,30.0,25.0,0.0,0.0,500.0,0.0,0.5283400004184546,-2,50.0,1.2
mod_A_000117.npy,1,A,30.0,25.0,0.0,0.0,500.0,0.0,0.43052911800091137,-1,50.0,1.2
mod_B_000099.npy,1,B,30.0,25.0,0.0,0.0,500.0,0.0,0.5064836239640992,-2,50.0,1.2
mod_A_000057.npy,1,A,30.0,25.0,0.0,0.0,500.0,0.0,0.5167078051789351,-1,50.0,1.2
gr_000078.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
gr_000044.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
gr_000119.npy,0,GR,30.0,25.0,0.0,0.0,500.0,0.0,0.0,0,50.0,1.2
